,run,tag,step,value
0,.,gradients/global_norm,0,1.2680543661117554
1,.,gradients/global_norm,100,0.4755552113056183
2,.,gradients/global_norm,200,0.4287228584289551
3,.,gradients/global_norm,300,0.2012273222208023
4,.,gradients/global_norm,400,0.5608947277069092
5,.,gradients/global_norm,500,0.21306386590003967
6,.,gradients/global_norm,600,0.1881576031446457
7,.,gradients/global_norm,700,0.19512993097305298
8,.,gradients/global_norm,800,0.19120186567306519
9,.,gradients/global_norm,900,0.3277732729911804
10,.,gradients/global_norm,1000,0.12324392050504684
11,.,gradients/global_norm,1100,0.10648401826620102
12,.,gradients/global_norm,1200,0.17757588624954224
13,.,gradients/global_norm,1300,0.11430343985557556
14,.,gradients/global_norm,1400,0.259482204914093
15,.,gradients/global_norm,1500,0.1567871868610382
16,.,gradients/global_norm,1600,0.19042803347110748
17,.,gradients/global_norm,1700,0.1551404744386673
18,.,gradients/global_norm,1800,0.2660965621471405
19,.,gradients/global_norm,1900,0.14162707328796387
20,.,gradients/global_norm,2000,0.13964848220348358
21,.,gradients/global_norm,2100,0.12238781154155731
22,.,gradients/global_norm,2200,0.10688192397356033
23,.,gradients/global_norm,2300,0.15823012590408325
24,.,gradients/global_norm,2400,0.16262157261371613
25,.,gradients/global_norm,2500,0.10909531265497208
26,.,gradients/global_norm,2600,0.17394815385341644
27,.,gradients/global_norm,2700,0.0783281996846199
28,.,gradients/global_norm,2800,0.17774130403995514
29,.,gradients/global_norm,2900,0.11403100937604904
30,.,gradients/global_norm,3000,0.08103073388338089
31,.,gradients/global_norm,3100,0.07759293913841248
32,.,gradients/global_norm,3200,0.11669846624135971
33,.,gradients/global_norm,3300,0.12027962505817413
34,.,gradients/global_norm,3400,0.06766284257173538
35,.,gradients/global_norm,3500,0.10580108314752579
36,.,gradients/global_norm,3600,0.10003972798585892
37,.,gradients/global_norm,3700,0.16872566938400269
38,.,gradients/global_norm,3800,0.08853204548358917
39,.,gradients/global_norm,3900,0.0878060832619667
40,.,gradients/global_norm,4000,0.06886760890483856
41,.,gradients/global_norm,4100,0.12569011747837067
42,.,gradients/global_norm,4200,0.09963259845972061
43,.,gradients/global_norm,4300,0.029646756127476692
44,.,gradients/global_norm,4400,0.08283928036689758
45,.,gradients/global_norm,4500,0.07255491614341736
46,.,gradients/global_norm,4600,0.10085533559322357
47,.,gradients/global_norm,4700,0.10982375591993332
48,.,gradients/global_norm,4800,0.04782307147979736
49,.,gradients/global_norm,4900,0.06391746550798416
50,.,gradients/global_norm,5000,0.04838427156209946
51,.,gradients/global_norm,5100,0.08775997161865234
52,.,gradients/global_norm,5200,0.0498056560754776
53,.,gradients/global_norm,5300,0.0813191831111908
54,.,gradients/global_norm,5400,0.09579243510961533
55,.,gradients/global_norm,5500,0.1043381467461586
56,.,gradients/global_norm,5600,0.07145620137453079
57,.,gradients/global_norm,5700,0.07428498566150665
58,.,gradients/global_norm,5800,0.06231759116053581
59,.,gradients/global_norm,5900,0.009457452222704887
60,.,gradients/global_norm,6000,0.10551183670759201
61,.,gradients/global_norm,6100,0.03422466665506363
62,.,gradients/global_norm,6200,0.0647004097700119
63,.,gradients/global_norm,6300,0.0610039159655571
64,.,gradients/global_norm,6400,0.13726532459259033
65,.,gradients/global_norm,6500,0.06052981689572334
66,.,gradients/global_norm,6600,0.053432170301675797
67,.,gradients/global_norm,6700,0.05080987140536308
68,.,gradients/global_norm,6800,0.06150062382221222
69,.,gradients/global_norm,6900,0.09788986295461655
70,.,gradients/global_norm,7000,0.055635545402765274
71,.,gradients/global_norm,7100,0.06399023532867432
72,.,gradients/global_norm,7200,0.05178822576999664
73,.,gradients/global_norm,7300,0.01999940350651741
74,.,gradients/global_norm,7400,0.06382578611373901
75,.,gradients/global_norm,7500,0.029430709779262543
76,.,gradients/global_norm,7600,0.022890817373991013
77,.,gradients/global_norm,7700,0.07944542914628983
78,.,gradients/global_norm,7800,0.13620813190937042
79,.,gradients/global_norm,7900,0.05411260947585106
80,.,gradients/global_norm,8000,0.06863892823457718
81,.,gradients/global_norm,8100,0.07214739173650742
82,.,gradients/global_norm,8200,0.014088870026171207
83,.,gradients/global_norm,8300,0.06520335376262665
84,.,gradients/global_norm,8400,0.06367216259241104
85,.,gradients/global_norm,8500,0.05154046416282654
86,.,gradients/global_norm,8600,0.03434736281633377
87,.,gradients/global_norm,8700,0.11618473380804062
88,.,gradients/global_norm,8800,0.04142177850008011
89,.,gradients/global_norm,8900,0.031208371743559837
90,.,gradients/global_norm,9000,0.0479104220867157
91,.,gradients/global_norm,9100,0.015706300735473633
92,.,gradients/global_norm,9200,0.04665033519268036
93,.,gradients/global_norm,9300,0.039998091757297516
94,.,gradients/global_norm,9400,0.060784436762332916
95,.,gradients/global_norm,9500,0.03766221925616264
96,.,gradients/global_norm,9600,0.06143111363053322
97,.,gradients/global_norm,9700,0.02223152108490467
98,.,gradients/global_norm,9800,0.008244728669524193
99,.,gradients/global_norm,9900,0.009847412817180157
100,.,gradients/global_norm,10000,0.04441787302494049
101,.,gradients/global_norm,10100,0.0227483082562685
102,.,gradients/global_norm,10200,0.028458338230848312
103,.,gradients/global_norm,10300,0.0267463568598032
104,.,gradients/global_norm,10400,0.01916319876909256
105,.,gradients/global_norm,10500,0.0068927244283258915
106,.,gradients/global_norm,10600,0.03089071996510029
107,.,gradients/global_norm,10700,0.06412835419178009
108,.,gradients/global_norm,10800,0.032670725136995316
109,.,gradients/global_norm,10900,0.024534279480576515
110,.,gradients/global_norm,11000,0.07407145947217941
111,.,gradients/global_norm,11100,0.024782290682196617
112,.,gradients/global_norm,11200,0.04514698684215546
113,.,gradients/global_norm,11300,0.02460784837603569
114,.,gradients/global_norm,11400,0.030254539102315903
115,.,gradients/global_norm,11500,0.02647618018090725
116,.,gradients/global_norm,11600,0.02910502627491951
117,.,gradients/global_norm,11700,0.04008650407195091
118,.,gradients/global_norm,11800,0.016793791204690933
119,.,gradients/global_norm,11900,0.023635566234588623
120,.,gradients/global_norm,12000,0.061548810452222824
121,.,gradients/global_norm,12100,0.046562571078538895
122,.,gradients/global_norm,12200,0.007141026668250561
123,.,gradients/global_norm,12300,0.015585529617965221
124,.,gradients/global_norm,12400,0.02213163487613201
125,.,gradients/global_norm,12500,0.030008642002940178
126,.,gradients/global_norm,12600,0.012398420833051205
127,.,gradients/global_norm,12700,0.043969061225652695
128,.,gradients/global_norm,12800,0.005988274700939655
129,.,gradients/global_norm,12900,0.027639107778668404
130,.,gradients/global_norm,13000,0.016771044582128525
131,.,gradients/global_norm,13100,0.02994571439921856
132,.,gradients/global_norm,13200,0.04849447309970856
133,.,gradients/global_norm,13300,0.025526149198412895
134,.,gradients/global_norm,13400,0.048318859189748764
135,.,gradients/global_norm,13500,0.05973081290721893
136,.,gradients/global_norm,13600,0.018081752583384514
137,.,gradients/global_norm,13700,0.00787386391311884
138,.,gradients/global_norm,13800,0.01263368222862482
139,.,gradients/global_norm,13900,0.021646738052368164
140,.,gradients/global_norm,14000,0.006560913287103176
141,.,gradients/global_norm,14100,0.012486636638641357
142,.,gradients/global_norm,14200,0.05022614076733589
143,.,gradients/global_norm,14300,0.0074629043228924274
144,.,gradients/global_norm,14400,0.014523734338581562
145,.,gradients/global_norm,14500,0.013572899624705315
146,.,gradients/global_norm,14600,0.03762848302721977
147,.,gradients/global_norm,14700,0.024882735684514046
148,.,gradients/global_norm,14800,0.0284039918333292
149,.,gradients/global_norm,14900,0.0476495660841465
150,.,gradients/global_norm,15000,0.01666080951690674
151,.,gradients/global_norm,15100,0.015221074223518372
152,.,gradients/global_norm,15200,0.03655185177922249
153,.,gradients/global_norm,15300,0.018589239567518234
154,.,gradients/global_norm,15400,0.03357316553592682
155,.,gradients/global_norm,15500,0.02816988341510296
156,.,gradients/global_norm,15600,0.02288844622671604
157,.,gradients/global_norm,15700,0.010379105806350708
158,.,gradients/global_norm,15800,0.020335601642727852
159,.,gradients/global_norm,15900,0.018295779824256897
160,.,gradients/global_norm,16000,0.00455865915864706
161,.,gradients/global_norm,16100,0.06875114142894745
162,.,gradients/global_norm,16200,0.025417985394597054
163,.,gradients/global_norm,16300,0.003980894107371569
164,.,gradients/global_norm,16400,0.004032570403069258
165,.,gradients/global_norm,16500,0.005562405567616224
166,.,gradients/global_norm,16600,0.014438069425523281
167,.,gradients/global_norm,16700,0.004741899203509092
168,.,gradients/global_norm,16800,0.05967210978269577
169,.,gradients/global_norm,16900,0.012964555993676186
170,.,gradients/global_norm,17000,0.09074932336807251
171,.,gradients/global_norm,17100,0.04350883513689041
172,.,gradients/global_norm,17200,0.020226262509822845
173,.,gradients/global_norm,17300,0.03418022021651268
174,.,gradients/global_norm,17400,0.0068064904771745205
175,.,gradients/global_norm,17500,0.012070756405591965
176,.,gradients/global_norm,17600,0.010808233171701431
177,.,gradients/global_norm,17700,0.0291691143065691
178,.,gradients/global_norm,17800,0.012764817103743553
179,.,gradients/global_norm,17900,0.0040232897736132145
180,.,gradients/global_norm,18000,0.03071289323270321
181,.,gradients/global_norm,18100,0.01799033209681511
182,.,gradients/global_norm,18200,0.015023550018668175
183,.,gradients/global_norm,18300,0.004760997835546732
184,.,gradients/global_norm,18400,0.016092777252197266
185,.,gradients/global_norm,18500,0.02587389387190342
186,.,gradients/global_norm,18600,0.034521449357271194
187,.,gradients/global_norm,18700,0.00908163283020258
188,.,gradients/global_norm,18800,0.007714717648923397
189,.,gradients/global_norm,18900,0.03152279183268547
190,.,gradients/global_norm,19000,0.0030567883513867855
191,.,gradients/global_norm,19100,0.002967620501294732
192,.,gradients/global_norm,19200,0.05736612528562546
